	N2_mockRNAi_1	N2_mockRNAi_2	N2_rege1RNAi_1	N2_rege1RNAi_2	glp1_mockRNAi_1	glp1_mockRNAi_2	glp1_rege1RNAi_1	glp1_rege1RNAi_2
WBGene00021075	5.006610872	4.242177977	5.262924102	4.912254147	5.579980007	5.680983505	6.350159641	5.874505815
WBGene00004188	11.63785074	11.69328995	11.55419407	11.66697669	11.29673124	11.41687564	11.44903701	11.36449807
WBGene00021076	5.86358413	5.809092683	5.797585458	5.833658712	6.235330645	6.486811281	6.255484738	6.125468313
WBGene00012328	3.164444999	3.184667984	3	3	3.439001031	4.444823778	3.93115879	3.815593777
WBGene00012329	3.786102089	3.967823512	3.591313418	3.310741453	3.871753528	4.157180344	4.424422326	3.707835725
WBGene00012330	9.15272998	9.156356589	8.440594648	8.45224648	9.214650384	9.067430958	8.921011875	8.864310461
WBGene00012332	3.883733382	3.628747025	4.180494385	3.971869056	4.897924725	4.738725169	3.93115879	4.656906699
WBGene00012333	3.975174388	3	3.815515264	3.566269616	3.559952221	3.453189218	3.473663856	3.172065523
WBGene00012334	3.681381128	3.628747025	3.915774072	4.138634266	5.636084985	5.680983505	5.951640051	5.716661173
WBGene00012335	3	3	3	3	3	3	3	3
WBGene00012336	3.568459649	3.495353523	3.707765223	3.566269616	3.439001031	3.691628499	4.277974249	4.259046081
WBGene00012337	13.03642896	12.92993772	13.05151386	13.06427849	12.97116849	12.95981623	12.90749423	13.01966098
WBGene00012338	13.18282702	13.28968548	13.60345001	13.718822	13.1433177	13.16233791	13.69206461	13.49575761
WBGene00012339	11.13805944	11.38100556	11.30892813	11.17758979	11.80987295	11.83423144	11.28676045	11.42423666
WBGene00005652	4.71982399	4.323144747	5.01425045	5.001554543	5.429358503	5.624542427	5.210148127	5.407840414
WBGene00077565	3	3	3	3	3	3	3.175740279	3
WBGene00019546	6.953095922	6.83247202	6.540891791	6.54786341	7.213048178	7.493691913	7.296774137	7.08410425
WBGene00021078	10.57679361	10.28151921	10.35870316	10.63083548	10.18270774	10.31362807	10.45954426	10.42736906
WBGene00021079	6.276929753	6.525412977	5.823629708	5.413109285	6.823710228	6.885414812	6.955025504	6.357121103
WBGene00021080	5.658173422	5.530929291	5.797585458	5.445298279	5.742145238	5.934165554	6.045173072	5.539400816
WBGene00021081	4.361517449	4.608019428	4.535961615	4.817059347	4.648001392	5.229782818	4.025986116	4.920959699
WBGene00001188	6.848154043	7.186340335	7.083933148	6.877711341	7.194484587	7.404321664	7.406593855	7.284949217
WBGene00012340	3.786102089	3.495353523	3.707765223	4.215304267	4.276592652	4.569655345	4.353055734	4.768390809
WBGene00001395	12.24317956	12.00458257	12.11894037	11.73487936	12.02081732	11.97490845	12.13622763	12.36452731
WBGene00012341	12.12679863	11.86409658	11.98146628	11.90184787	11.85748064	11.74604245	11.34998712	11.86303096
WBGene00000697	3.786102089	3	4.258940229	4.057659929	3.306974015	3.167385061	3.602338481	3.591374561
WBGene00012342	12.95786686	13.13183526	12.89123949	12.83995027	12.84294639	12.8215128	12.14615738	12.81334266
WBGene00002204	6.022075913	5.891050279	5.744042559	5.476784729	6.723686895	6.56387303	6.57066735	7.116072034
WBGene00021082	6.364093822	6.873374031	6.837813653	6.889457692	6.373766903	6.65122226	6.880846938	6.302600954
WBGene00021083	3.164444999	3	3.172045082	3.163720912	3.161636323	3	3	3
WBGene00021084	3	3	3.172045082	3	3	3	3	3
WBGene00021085	3	3	3	3	3	3	3	3
WBGene00021086	3	3	3	3	3	3	3	3
WBGene00021087	3.312049054	3.184667984	3	3.163720912	3.161636323	3	3.473663856	3.172065523
WBGene00021088	13.84124998	13.80982004	13.97887143	13.89239635	13.49128092	13.56839844	13.59921666	13.30886686
WBGene00021089	3.681381128	3.967823512	4.009515923	3.783276423	4.204207141	3.988534886	4.198769781	3.464679968
WBGene00021090	3	3	3	3	3	3	3	3
WBGene00004915	11.72646335	11.62507216	11.58782602	11.5165046	11.59801386	11.53784985	11.75745553	11.67954595
WBGene00012343	11.20982363	11.35175456	11.24109752	11.21073867	11.00407069	10.9607758	10.8770432	10.85748426
WBGene00012344	12.30726887	12.53888978	12.19977858	12.53757824	12.29007065	12.26472744	12.16906444	12.05150515
WBGene00012345	5.910671649	5.661215979	5.407692854	5.240420402	6.235330645	5.813121359	6.195546438	6.082967101
WBGene00021091	3	3	3	3	3	3	3.175740279	3
WBGene00021099	3.312049054	3.34835794	3	3.163720912	3.559952221	3	3.473663856	3.32577875
WBGene00021100	3.681381128	3.628747025	3.464629901	3.163720912	3.306974015	3.453189218	3.82965727	3.464679968
WBGene00021101	3.312049054	3.628747025	3.707765223	3.444155505	4.204207141	3.167385061	3.602338481	3.815593777
WBGene00044733	5.450799384	6.089251681	5.184700552	5.240420402	5.521604569	5.373708926	4.791327808	4.968429636
WBGene00021092	5.170345147	5.564620517	4.920825893	5.044213965	5.429358503	5.303539922	5.326496896	5.30064573
WBGene00021093	10.19817687	10.22601531	10.44092437	10.31421621	10.25054766	10.37799468	10.32731033	10.01052365
WBGene00021094	3.975174388	4.242177977	4.471531936	4.661341425	4.411302243	5.111555616	5.210148127	4.713725351
WBGene00021095	6.721834161	6.71736703	6.675687501	7.146001586	6.529996277	6.422053802	6.255484738	6.226546481
WBGene00021096	5.006610872	4.789936556	4.258940229	4.661341425	6.453995317	6.301224834	6.522690038	6.476852371
WBGene00021097	11.75375566	11.82987061	11.92582082	12.00769287	11.66485847	11.7746916	11.81128388	11.62272875
WBGene00021098	4.665950878	5.096710225	4.471531936	4.817059347	4.803085268	4.738725169	4.992590278	4.471648197
WBGene00012346	4.491095141	3.628747025	4.009515923	4.766997892	3.306974015	3.167385061	3.175740279	3.32577875
WBGene00012347	10.55380245	10.44646578	10.40039942	10.42832507	10.26729825	10.28773689	10.15574345	10.22481569
WBGene00012348	10.52382879	10.71563837	10.44617284	10.70416581	10.29696776	10.24975779	10.16097668	10.426307
WBGene00012349	3	3	3	3	3	3	3	3.172065523
WBGene00000035	8.170450164	8.237770097	7.925231771	8.159058021	8.495135389	8.477336581	8.254710624	8.469927508
WBGene00004076	14.27474738	14.20013646	14.74677805	14.72178568	14.32753604	14.37786595	14.73761456	14.65032237
WBGene00006387	8.821149753	8.935952888	8.901293092	9.175171087	8.608149965	8.681326647	8.908620689	8.655393476
WBGene00021103	9.950312205	9.768386898	9.884541163	9.706924465	9.938256747	9.852156978	9.765275932	9.792116569
WBGene00021104	9.110498056	9.150821838	8.916498847	8.862999518	9.186745957	9.14722521	9.336265743	8.898411389
WBGene00021105	4.361517449	4.951462092	4.40408982	4.288104535	4.534500708	4.628241229	4.353055734	4.259046081
WBGene00021106	3	3	3	3	3	3	3	3
WBGene00021107	3	3	3	3	3	3	3	3
WBGene00021108	3	3	3	3	3	3	3	3
WBGene00001249	8.893257066	9.583549013	9.27846679	9.331887784	9.50753017	9.524120568	9.298773957	9.308927012
WBGene00003151	12.03481634	12.07055743	12.12974493	12.31504278	12.09681793	12.19799967	12.16744023	12.21572102
WBGene00021109	3.312049054	3.34835794	3.172045082	3.163720912	3	3	3.175740279	3.464679968
WBGene00021110	6.798945218	6.283854282	6.356957025	6.341005091	7.458398569	7.44563199	6.662085444	7.541885869
WBGene00021111	3.975174388	4.065188354	3.915774072	3.444155505	4.897924725	4.075320463	4.198769781	4.536080739
WBGene00021112	10.62612032	10.24691818	10.20866497	10.21734872	10.45348461	10.26137255	10.51577165	10.44635363
WBGene00021113	7.840376669	7.260166126	7.870065732	7.397036723	8.393006456	8.599500874	8.708721517	8.502541894
WBGene00021114	9.219701436	9.402106366	9.124604356	8.661955951	9.742906443	9.617455496	9.965477994	9.684299783
WBGene00021115	5.839451215	5.751747774	5.94723319	5.203255955	6.602193085	6.319118137	6.36837127	6.226546481
WBGene00012351	12.25548643	12.44675684	12.24384409	11.91663258	12.20655438	12.25401208	12.33423005	12.08419528
WBGene00006793	11.96193888	11.87923728	11.79494822	11.80787607	11.94580143	11.84005248	11.51846546	11.82807307
WBGene00002116	5.764531485	5.661215979	5.570347056	4.605462309	5.887910324	6.208269884	6.089759703	5.744197245
WBGene00012352	8.695698021	8.612675052	8.469749787	8.829854917	8.852695342	8.787962988	8.761352365	8.756887094
WBGene00004445	12.73297015	12.73611855	12.73555223	12.54107324	12.53843949	12.56314421	12.7381704	12.67532912
WBGene00012353	11.33862167	10.86423315	11.05300874	11.00138784	10.8293437	10.98058627	10.65302269	10.90400447
WBGene00012354	12.01643475	12.10244692	12.03120834	12.13093941	11.91742952	11.98089236	12.32230981	11.84446572
WBGene00012355	3.164444999	3.184667984	3	3	3	3.167385061	3.602338481	3.172065523
WBGene00012359	10.50669085	10.64061748	10.75274368	10.8615361	10.50523968	10.56206129	10.72014873	10.58700712
WBGene00012360	12.69774677	12.2761373	12.52078068	12.4724436	12.42482861	12.3243581	11.89845989	12.41438941
WBGene00012361	11.67837997	11.57738922	11.56533128	11.43318782	11.6534351	11.62943246	11.91404108	11.41569964
WBGene00012362	10.6479959	10.65339502	10.42293536	10.72480178	10.34615161	10.40965416	10.33079729	10.40813134
WBGene00012363	7.132632333	6.964530394	7.006466581	6.841887319	7.185112442	7.44563199	7.343552347	7.19801038
WBGene00012364	10.05226071	9.935433032	9.949552349	9.455566302	10.53965908	10.40022905	10.49520133	10.58795727
WBGene00005212	3	3	3	3	3	3	3	3.32577875
WBGene00005211	3	3.184667984	3	3	3	3.167385061	3.175740279	3
WBGene00012356	7.858502537	7.548133407	7.812706086	7.905041407	7.668025507	7.58526	7.693343057	7.572930374
WBGene00006287	3.164444999	3.495353523	3.325741999	3.566269616	3.306974015	3	3.175740279	3.172065523
WBGene00006273	3	3	3	3	3	3.167385061	3	3
WBGene00012357	5.351906708	6.112216593	5.923345185	5.276651471	6.235330645	6.760024419	6.473062177	6.226546481
WBGene00012358	8.170450164	8.667969137	9.208535871	9.312386378	8.879090334	8.974520679	9.363758725	9.158432786
WBGene00001815	11.15587995	11.03017665	10.87375647	10.95183234	10.86352825	10.83194655	10.69781858	10.78310601
WBGene00000648	3	3.34835794	3	3	3.161636323	3.167385061	3.473663856	3
WBGene00021116	5.245733069	5.387698028	5.337123588	5.203255955	6.588039869	6.129337526	6.63225179	6.392355867
WBGene00000162	11.62731777	11.37923162	11.334626	11.39042794	11.67953319	11.77873829	11.45277565	11.64481199
WBGene00021117	5.88731999	6.22185825	5.823629708	5.567319677	8.187766735	7.848135823	8.398998247	7.625700913
WBGene00021118	5.814907736	5.836932422	8.498327388	8.502828669	8.949972939	9.104014482	9.522617354	9.315825532
WBGene00001104	9.378865905	9.436631993	9.400286393	9.138726497	9.482882211	9.601094703	9.777252558	9.295030217
WBGene00044463	4.06116351	4.242177977	4.471531936	3.783276423	4.411302243	4.308158984	3.602338481	3.591374561
WBGene00001103	7.809651447	7.452395992	7.493855691	7.249890868	7.361880012	7.636108198	8.132166867	7.625700913
WBGene00021120	4.491095141	4.242177977	4.40408982	4.215304267	6.061848089	6.354252423	7.103747827	6.061237557
WBGene00021121	6.883989563	6.790376471	6.226384083	7.001942917	7.026234172	7.000773143	7.059598062	7.452899515
WBGene00021122	3	3	3	3	3	3	3	3
WBGene00021123	5.281999441	5.186006019	4.713598963	4.912254147	5.49150651	5.595471662	4.992590278	4.259046081
WBGene00012365	9.08249765	8.743456306	8.580813016	9.007440103	8.960997821	8.875212544	9.148805589	8.949576736
WBGene00012366	8.953523672	8.906696407	8.943471749	9.116409485	9.119456757	8.977340489	9.116846149	9.035665753
WBGene00044065	7.309950077	7.904471607	8.089871288	8.048151455	7.992058036	7.765720307	8.179348908	7.931408985
WBGene00012369	11.05731598	10.7644754	10.82301619	10.95323211	10.61575242	10.69476459	10.71304062	10.6365219
WBGene00012370	7.378547388	7.228987917	7.062221016	7.363739985	7.12756384	7.404321664	7.516828999	7.147346792
WBGene00012371	6.477901035	6.575848455	6.443480125	6.252816381	6.749350334	6.388551377	6.761897276	6.704173432
WBGene00012372	3.445943361	3.34835794	4.009515923	4.057659929	4.204207141	4.68454057	4.114963073	4.656906699
WBGene00012373	4.219142721	3.750843922	3.915774072	4.547331346	4.474216138	4.378109038	4.791327808	4.821060324
WBGene00012374	3.445943361	3.967823512	4.097536574	3.566269616	3.775118483	4.841346622	4.679083896	4.333449363
WBGene00012375	11.83037105	11.74149623	11.53412501	11.50509729	11.71903411	11.70367663	11.9000256	11.72732756
WBGene00002264	11.02825347	11.37270847	11.11363806	11.20839599	11.20465254	11.21426479	11.35855348	11.26701624
WBGene00021124	3.681381128	3.863409062	3.815515264	3.783276423	3.775118483	3.691628499	3.82965727	3.707835725
WBGene00003133	12.99555135	12.91939717	12.91035364	13.08214178	12.73609472	12.78133661	12.24217649	12.75595372
WBGene00044160	3	3	3.325741999	3.310741453	3	3.167385061	3	3.591374561
WBGene00021125	3.883733382	3.34835794	4.009515923	3.163720912	3.671542928	3.691628499	4.114963073	4.009607435
WBGene00004077	11.52889176	11.5397696	11.36653301	11.57994889	11.30270191	11.37579038	11.25468874	11.13152208
WBGene00021126	3.164444999	3.628747025	3.172045082	3.310741453	3.161636323	3	3	3
WBGene00021127	6.55402416	6.40038445	6.525106446	6.358013915	6.950815702	6.733583426	7.287233692	7.266077176
WBGene00021128	7.256273065	6.926166419	7.640255814	7.839943184	7.20379624	7.097254024	7.950684402	7.786637313
WBGene00044433	4.771757581	5.564620517	5.300500813	4.605462309	5.521604569	5.472950781	5.744145896	5.570498269
WBGene00003182	8.080652531	8.567692357	8.100562105	8.823745953	8.732384353	8.610440693	8.517973946	8.864310461
WBGene00012376	11.88739187	11.74379584	11.54639542	11.61618794	11.81936956	11.85737598	12.15438029	12.08655021
WBGene00001574	12.30891758	12.33406059	12.38553637	12.53173435	12.57410584	12.54163444	11.9646709	12.60666973
WBGene00021129	3.164444999	3.750843922	3.172045082	3.163720912	3.439001031	3	3.473663856	3
WBGene00021130	3.883733382	4.845812068	4.258940229	4.661341425	4.701569846	4.308158984	4.277974249	4.009607435
WBGene00021131	9.172184006	9.409077907	9.181097684	8.991178757	9.426331948	9.239375111	9.495946347	9.567770006
WBGene00021132	10.68232119	10.56148045	10.53948554	10.72562112	10.6721872	10.73197287	10.56001972	10.65114182
WBGene00021133	8.950710208	9.441173608	9.087466991	8.570060804	8.846763625	8.86915243	9.075874764	8.766990171
WBGene00021134	6.276929753	5.461090436	5.874348786	5.044213965	6.373766903	6.533540472	6.647245732	6.812195374
WBGene00005281	3.164444999	3	3.172045082	3	3.161636323	3.167385061	3	3
WBGene00021141	4.551765837	5.049900379	5.101991309	5.537768162	8.483713618	8.48131502	8.566105758	7.81288144
WBGene00021142	4.821886463	4.671241775	4.40408982	4.766997892	7.267347408	7.429249531	7.48379871	7.549709847
WBGene00021143	3.312049054	3	3.325741999	3	3.439001031	3.797533271	3.93115879	3.815593777
WBGene00021144	4.665950878	4.399807964	3.815515264	4.057659929	6.217053376	6.088190517	6.089759703	6.26507483
WBGene00021145	3.312049054	3.184667984	3.915774072	3.310741453	5.364412311	5.565803045	5.951640051	5.570498269
WBGene00021146	6.413971511	6.702311067	6.493007964	6.577210942	7.556151561	7.461830507	7.306251906	7.136997021
WBGene00021147	8.494038591	8.268761107	8.335909416	8.187882004	9.284333838	9.208507985	9.257841602	9.278646272
WBGene00021148	7.822020169	7.84402113	8.698081829	8.851034854	8.922036404	8.985766999	9.590127018	9.474261711
WBGene00021135	7.581328455	8.089430443	7.469318844	6.912667317	8.413216285	8.547322018	8.274159529	7.955167902
WBGene00021149	9.892842891	9.871253166	9.765308291	9.563987493	10.51649295	10.45890718	10.63527162	10.64750071
WBGene00021136	9.256619751	9.288243934	8.67680775	8.408015869	9.819106282	9.786149061	9.674880742	9.4367813
WBGene00021137	6.022075913	5.864245092	4.535961615	4.288104535	5.816867951	5.838156308	5.038805731	5.144079247
WBGene00021138	3	3	3.325741999	3	3	3	3.175740279	3
WBGene00021139	3	3	3	3	3	3.167385061	3	3.172065523
WBGene00021140	3	3	3	3	3	3	3	3
WBGene00005282	3	3	3	3.163720912	3	3.167385061	3	3
WBGene00012378	3.568459649	4.323144747	4.009515923	3.971869056	3.439001031	3.896192664	4.114963073	3.172065523
WBGene00004789	9.489620815	9.411394288	10.04949249	9.993464543	9.715500479	9.665453256	10.05252562	10.13275611
WBGene00003485	12.52929665	12.46499127	12.38690168	11.90871816	13.21773839	13.19465225	13.01291137	12.6395761
WBGene00022411	5.13112053	5.597542874	6.104213529	5.596278002	6.020289885	6.188937953	6.538860403	6.476852371
WBGene00022412	7.092354208	7.52264689	7.819193166	8.005610034	8.149728167	7.866504315	7.950684402	7.925407611
WBGene00022413	11.64003546	11.81288638	12.45122311	12.57533811	12.15528129	12.13404965	12.02259587	12.77756079
WBGene00022415	6.964298539	7.249848075	7.256375456	7.31230809	6.57374643	7.065805227	6.538860403	6.78593865
WBGene00022416	5.88731999	5.349552516	5.797585458	5.476784729	5.792387893	5.191440263	5.744145896	5.372986386
WBGene00022417	4.427760582	4.156395598	4.009515923	4.215304267	3.962320089	4.308158984	3.82965727	4.097633432
WBGene00022418	8.59118053	9.119995227	8.461479695	8.754782536	8.825808424	8.884255252	8.459712205	8.280750315
WBGene00022419	5.601901798	6.042195207	5.797585458	6.634173552	5.864616083	5.957201735	5.434158726	6.039175716
WBGene00013606	12.97976769	13.24833427	12.90540827	13.30406982	12.78693216	12.76796346	12.78848917	12.73358886
WBGene00013607	3.164444999	3.967823512	4.656782537	3.566269616	3.775118483	3.577329224	3.93115879	4.097633432
WBGene00013608	3.681381128	3.34835794	4.097536574	3.566269616	3.775118483	4.378109038	3.93115879	3.707835725
WBGene00013609	3.786102089	3.628747025	4.471531936	4.138634266	4.345519166	3.691628499	3.82965727	4.333449363
WBGene00013610	11.0101254	10.97330138	10.89002418	10.71740679	10.90622033	10.92031961	11.06951741	10.98774216
WBGene00013619	3	3	3	3	3	3	3	3
WBGene00013620	3	3	3	3	3	3	3	3
WBGene00005416	3	3	3.172045082	3	3	3	3	3
WBGene00013621	3.164444999	3	3.172045082	3	3	3	3.332378776	3.32577875
WBGene00013622	4.292085683	3.184667984	3.915774072	4.486759395	3.962320089	3.797533271	4.198769781	3.464679968
WBGene00001161	11.33377097	11.16875384	11.18882905	11.21599584	11.07301785	11.16379086	11.01348253	11.18021673
WBGene00013623	6.364093822	6.362577317	6.206727328	6.252816381	6.602193085	6.848928562	6.761897276	6.476852371
WBGene00013611	8.286566197	8.071965812	8.227913433	8.332579288	8.521439706	8.504957975	8.416607372	8.163271654
WBGene00005338	3	3	3	3	3	3	3	3.32577875
WBGene00005945	3	3	3	3	3	3	3	3
WBGene00013625	3	3	3	3	3	3	3	3
WBGene00005946	3	3	3	3	3	3	3	3
WBGene00013626	3	3	3	3	3	3.167385061	3	3
WBGene00013628	3	3	3	3	3	3	3	3
WBGene00006249	3	3	3	3	3	3	3	3
WBGene00005521	3	3.184667984	3	3	3	3	3	3
WBGene00005348	3.164444999	3.184667984	3.172045082	3	3.306974015	3	3.175740279	3
WBGene00005581	3	3.184667984	3.325741999	3	3	3	3	3
WBGene00013629	3	3	3.172045082	3	3	3	3	3
WBGene00044213	5.385629771	6.608518453	5.923345185	5.624666484	7.504339644	7.044451932	7.888947326	7.349122552
WBGene00013613	3.975174388	3.628747025	3.815515264	4.215304267	4.592366937	4.738725169	5.16918229	4.536080739
WBGene00077624	3	3	3	3	3	3	3	3
WBGene00013615	3	3	3	3	3	3	3	3
WBGene00013616	3	3.184667984	3	3	3.161636323	3	3	3.172065523
WBGene00013630	5.418582527	5.349552516	5.744042559	5.240420402	4.474216138	4.790948159	4.557364873	4.656906699
WBGene00003851	10.72081135	10.77800226	10.83026028	10.66284245	10.79586961	10.80124354	10.89049523	10.64293635
WBGene00022420	12.23366303	12.46638442	12.27573707	12.24305102	12.39134593	12.3455195	11.9953896	12.31259264
WBGene00022421	3.164444999	3.863409062	3.172045082	3.444155505	3.306974015	3.317352977	3.175740279	3.32577875
WBGene00044452	6.347077222	6.455299966	6.426585657	6.119528796	7.185112442	6.692990497	6.91841292	6.772628886
WBGene00044453	3.164444999	3.184667984	3.464629901	3.310741453	3.671542928	4.157180344	3.93115879	3.707835725
WBGene00013631	3	3	3	3	3	3.167385061	3.175740279	3
WBGene00022423	8.170450164	8.717482695	8.294607482	8.651646558	8.625576771	8.524368704	8.737030032	8.705282381
WBGene00022424	9.76894772	9.739178704	9.884541163	9.979793771	9.765091586	9.833603718	9.50626286	9.848706789
WBGene00022425	9.950312205	9.789911411	10.03563225	10.16997782	10.03793793	9.929906504	9.702060519	10.16749379
WBGene00007020	9.854221474	9.874614827	9.666239921	9.355370314	9.866781601	9.922610043	10.14653936	9.930385247
WBGene00022426	10.44104828	10.38296796	10.22463508	10.36347723	10.40889028	10.36405682	10.43383319	10.41671312
WBGene00022427	11.38416837	10.98423494	11.10437257	10.9299603	11.37763833	11.42102411	11.616957	11.36172301
WBGene00022428	7.995851793	7.84402113	7.704737974	7.905041407	8.018683177	7.977702958	8.254710624	7.832255911
WBGene00013632	9.561460181	9.891306632	9.712274356	9.861030126	9.473288958	9.502750621	9.331632207	9.367646017
WBGene00013635	3.164444999	3	3.325741999	3.310741453	3.161636323	3	3	3.172065523
WBGene00005176	3	3.184667984	3	3.163720912	3.161636323	3	3	3
WBGene00013636	3	3	3	3	3	3	3	3
WBGene00013637	3	3.184667984	3.707765223	3	3.559952221	3.317352977	3.82965727	3
WBGene00013638	7.666099846	8.151717239	7.647564482	7.726644298	8.034425552	8.112064788	8.027184998	8.040933631
WBGene00013639	8.321832767	8.534073633	9.092831218	9.708583076	8.351717119	8.547322018	8.921011875	8.838993516
WBGene00013640	3.164444999	3.967823512	4.40408982	3.971869056	3.962320089	3.691628499	4.025986116	3.915859522
WBGene00013641	3	3	3	3	3	3	3	3.172065523
WBGene00013642	4.292085683	3.863409062	3.915774072	3.880652209	3.962320089	3.797533271	4.492424369	4.333449363
WBGene00013643	8.377363603	8.604600013	9.273751291	9.141184988	8.861547438	8.863066752	9.053538094	9.411242234
WBGene00044263	3	3	3	3	3	3.167385061	3	3
WBGene00004158	3	3	3	3	3	3	3	3
WBGene00000028	3	3	3	3	3	3	3	3
WBGene00004159	3	3	3	3	3	3	3	3
WBGene00004160	3	3	3	3	3	3	3	3
WBGene00013633	10.29341365	10.1954267	9.734752203	9.196603962	10.6971273	10.5973157	10.3776266	10.52684142
WBGene00013634	3.164444999	3	3	3	3.306974015	3.317352977	3	3
WBGene00013645	3	3	3.172045082	3.163720912	3	3.167385061	3	3.172065523
WBGene00005727	3	3.184667984	3.172045082	3.163720912	3.161636323	3	3.175740279	3
WBGene00013651	5.245733069	5.001520655	5.300500813	4.605462309	5.397250838	5.708397042	5.399156615	5.102130782
WBGene00013652	10.06662532	10.28151921	10.33513277	10.37814185	10.00102604	10.09348914	10.35953216	9.907734007
WBGene00004816	9.565143898	9.81986501	9.43870956	9.359599102	9.739709103	9.672430152	9.595934825	9.347589522
WBGene00013653	3.975174388	4.541899042	4.009515923	3.678849386	4.276592652	4.738725169	3.602338481	3.707835725
WBGene00013654	11.16319005	11.60244176	10.20247523	9.909426514	11.61817681	11.61230095	10.24592383	10.40489996
WBGene00013655	3	3.628747025	3.464629901	3	3.559952221	3.691628499	3.473663856	4.097633432
WBGene00013656	5.170345147	5.496432422	5.407692854	4.215304267	5.397250838	5.407553769	5.851620093	5.014387266
WBGene00013657	6.55402416	6.656176832	6.374681754	6.016171327	6.994393483	6.909236218	7.343552347	6.850705639
WBGene00013658	9.095292515	8.893500622	9.007357369	9.136263808	8.969211543	8.91986973	8.812130579	9.068712669
WBGene00001549	3	3.34835794	3.172045082	3.310741453	3.559952221	3	3	3.464679968
WBGene00013659	7.672944328	7.751973648	6.731778459	7.044591024	6.811580032	6.733583426	6.978927679	6.888214608
WBGene00002175	10.08726726	10.07201104	9.777018603	10.16515404	9.843140868	9.844455428	9.996545635	9.741778718
WBGene00013661	3	3	3.172045082	3.163720912	3	3	3	3
WBGene00013662	3.681381128	4.323144747	4.097536574	4.215304267	4.276592652	4.308158984	4.679083896	4.471648197
WBGene00001604	12.20266307	12.46024448	12.01646497	11.72589902	12.53129164	12.47909584	12.37251584	12.17930464
WBGene00013665	3.445943361	3.495353523	3.325741999	3.163720912	3.871753528	3.167385061	3.602338481	3.707835725
WBGene00013646	3.568459649	3.628747025	3.464629901	3	5.070728547	4.308158984	3.175740279	4.097633432
WBGene00005725	3.164444999	3	3.325741999	3.444155505	3.161636323	3	3.175740279	3.591374561
WBGene00013647	12.38617866	12.21876964	12.37319008	12.13741884	12.83772223	12.85639436	13.3539685	12.92696105
WBGene00005726	4.870331863	4.845812068	4.920825893	4.288104535	5.029429053	5.735299377	5.566246805	5.475119732
WBGene00013648	3.164444999	3	3.172045082	3	3	3.317352977	3.175740279	3.707835725
WBGene00013649	4.551765837	4.323144747	4.40408982	3.783276423	4.648001392	4.738725169	4.736297171	4.180595991
WBGene00013650	8.836472203	8.797587665	8.266400989	8.379146272	8.773612915	8.695095268	8.451193654	8.415304398
WBGene00013666	7.082106486	6.761614526	6.356957025	6.817500695	6.602193085	6.578803461	6.57066735	5.688589289
WBGene00013670	12.14752477	11.90288975	11.80601315	11.88103846	11.77827787	11.85967014	11.68028575	11.75719902
WBGene00013671	8.189668279	8.268761107	8.294607482	8.01636357	8.703135244	8.610440693	8.864393725	8.542299629
WBGene00013672	8.872595452	8.829117645	8.5884283	8.722311536	9.119456757	8.951761565	9.042238719	8.822941807
WBGene00013673	4.71982399	5.270095518	4.820929961	5.203255955	5.397250838	4.841346622	5.249982772	4.87187453
WBGene00013674	11.29492152	10.86761119	10.95332049	10.89906201	10.82859149	10.85436076	10.9178018	10.9913374
WBGene00013675	3	3	3	3	3.161636323	3	3	3
WBGene00004489	12.10892845	12.15661163	11.9861581	11.79583354	12.00559062	11.98545161	12.01791673	11.86773299
WBGene00013676	11.87297508	11.66250435	11.74897061	11.81212518	11.73115959	11.71131865	11.49327361	11.74872724
WBGene00013677	11.87927704	11.90124252	11.75786206	11.75227205	11.617306	11.56949509	11.61552822	11.68798955
WBGene00013667	10.78697636	10.86845447	10.88075082	10.82530305	10.77493742	10.69562098	10.68061346	10.92144691
WBGene00013678	10.14255535	10.108159	9.878341982	9.972909497	9.888598394	9.89005984	9.662019455	9.758753903
WBGene00013679	12.23741946	12.03231424	12.03887134	12.00094076	12.10180733	12.04344682	11.6250268	12.13838249
WBGene00001365	10.75588572	11.01730768	10.81573554	11.14120703	11.03570084	10.97212936	10.66227837	10.78559285
WBGene00013680	11.66041173	11.55451624	11.41712289	11.45805116	11.44936324	11.33460068	10.52188599	11.38650846
WBGene00013681	11.53030581	11.93101238	11.56436623	12.12256573	11.50973515	11.48879416	11.24301549	11.37499488
WBGene00013682	11.12314312	11.41718682	11.14754097	11.49071013	11.09132052	11.04180736	10.90694111	11.00278235
WBGene00013683	9.960138119	10.01679284	9.720961176	9.946445499	9.707339816	9.694874827	9.554780449	9.558105543
WBGene00013684	6.612156806	6.418922854	6.245776611	6.016171327	7.222241162	7.044451932	7.248428208	7.017961776
WBGene00013685	4.142314433	5.228663341	4.5976365	4.423532435	5.296404029	5.152050789	5.083586551	4.656906699
WBGene00013686	8.65824831	8.608643182	8.461479695	8.889562641	8.322094982	8.285902499	8.259597485	8.376239225
WBGene00013668	11.61537553	11.49624078	11.44622759	11.36488659	11.19942524	11.30404137	11.26383821	11.23704512
WBGene00044264	3	3	3.172045082	3	3	3	3	3
WBGene00077689	3.445943361	3.495353523	3.815515264	3.880652209	3.871753528	4.444823778	3.175740279	3
WBGene00001156	11.9226364	11.52487066	12.50351436	12.44832561	12.24933838	12.30737069	13.08574731	12.78482995
