	N2_mockRNAi_1	N2_mockRNAi_2	N2_rege1RNAi_1	N2_rege1RNAi_2	glp1_mockRNAi_1	glp1_mockRNAi_2	glp1_rege1RNAi_1	glp1_rege1RNAi_2
WBGene00017317	5.047929821	3.763738925	4.101565999	3.938692934	4.440559578	3.684486619	4.345249847	5.16106624
WBGene00044444	3	3	3.156509871	3	3	3	3	3
WBGene00007056	3.533936598	3	3.54433698	3.335643599	3.716198971	3.448137644	3.671377669	3
WBGene00017319	4.228740898	3.763738925	3.297690316	3.335643599	3.402093432	3.448137644	3.671377669	3.706070801
WBGene00003562	3.922768025	3.301737941	4.101565999	4.362689523	3.402093432	3.789567328	3.438884535	3.395805922
WBGene00017320	3	3	3.156509871	3	3	3	3	3.395805922
WBGene00000666	3	3	3.156509871	3	3	3	3	3
WBGene00017321	3	3	3	3	3	3	3	3
WBGene00017322	3	3.15874315	3	3	3	3	3.161589261	3.395805922
WBGene00017323	3	3	3	3	3	3.16533442	3	3
WBGene00008631	3	3	3	3	3	3	3	3
WBGene00008636	3	3	3	3	3	3	3	3
WBGene00008637	3	3	3	3	3	3	3	3
WBGene00006160	3	3	3	3	3	3	3	3
WBGene00006162	3	3	3	3	3	3	3	3
WBGene00008638	3	3	3	3	3	3	3	3
WBGene00045507	3.533936598	3	3	3	3	3.313654502	3	3.21143436
WBGene00008632	3	3	3	3	3	3.16533442	3	3
WBGene00008633	3	3	3	3	3	3	3	3.21143436
WBGene00008634	3	3	3.156509871	3	3	3.16533442	3	3.21143436
WBGene00006161	3	3	3	3	3.146839394	3.313654502	3	3
WBGene00006155	3	3	3	3	3	3	3	3
WBGene00008635	3	3	3.156509871	3	3.146839394	3	3	3
WBGene00006154	3	3	3	3	3	3	3	3
WBGene00006280	3	3	3	3	3	3	3	3
WBGene00004421	3.675514316	4.033389744	3.65346132	3.607749765	3.973994676	3.448137644	4.127756154	3.395805922
WBGene00008639	4.032129483	3.15874315	3.426278156	3.607749765	3.807346091	3.684486619	3.962103937	3.706070801
WBGene00008640	3	3	3	3	3	3.16533442	3	3.21143436
WBGene00006655	3	3	3.297690316	3	3	3.571146702	3.161589261	3.559263004
WBGene00008641	3	3	3	3	3.280104283	3	3	3
WBGene00001281	3.376938259	3.301737941	3	3	3.402093432	3.448137644	3.774933909	3
WBGene00004510	4.032129483	3.301737941	3.54433698	3.177560818	3.146839394	3.684486619	3.871552142	3
WBGene00008642	3	3.15874315	3	3	3	3	3	3
WBGene00008643	3	3	3	3	3	3	3	3
WBGene00017324	3	3	3	3	3	3	3	3
WBGene00002053	7.679936047	6.891554312	7.44230236	6.487443848	7.69843682	7.499133289	7.369751876	7.549244313
WBGene00017325	3.200744779	3.15874315	3	3.478102426	3.618902645	3.16533442	3.559809383	3.559263004
WBGene00017326	3.922768025	3.15874315	3.426278156	3.335643599	3.893075286	3.571146702	3.30688891	3.395805922
WBGene00002054	4.032129483	3.948984728	4.502534237	4.434354191	5.311569696	4.827797054	5.715975646	5.39551434
WBGene00017327	4.401743307	3.859333042	3.938624509	3.836587268	4.550183513	4.432940149	4.647699018	4.999616359
WBGene00044296	3.376938259	3.551153539	3.54433698	3.177560818	3.893075286	4.065457866	3.559809383	3.706070801
WBGene00002241	8.042135801	7.302069426	7.138747855	7.273203834	7.561131807	7.680857526	7.562978367	7.953701271
WBGene00008644	3.804431592	3.15874315	3.156509871	3.607749765	3.280104283	3	3	3.706070801
WBGene00008645	3	3	3.156509871	3	3	3	3.161589261	3
WBGene00008646	3.376938259	3.301737941	3.156509871	3.177560818	3	3.16533442	3.161589261	3.706070801
WBGene00001095	5.099097659	4.516533227	5.186567846	4.287278042	4.700425453	4.49640608	4.647699018	5.39551434
WBGene00008647	3	3	3	3	3	3	3	3
WBGene00003134	5.24253783	4.516533227	4.992505548	4.689966488	4.92055037	4.827797054	4.345249847	5.055464737
WBGene00017328	3.533936598	3.431828966	3.297690316	3.607749765	3.402093432	3.313654502	3.559809383	3
WBGene00004931	4.401743307	3.859333042	3.754908845	3.836587268	3.973994676	4.223846317	4.473931904	4.275334211
WBGene00008648	3.804431592	3	3.65346132	3.607749765	3.514566991	3.979226368	3.774933909	3.839309669
WBGene00008649	3	3	3	3	3	3	3	3
WBGene00008650	3	3	3	3	3	3	3	3
WBGene00008651	3	3	3	3	3	3.16533442	3	3
WBGene00008652	4.556203609	4.1886897	4.559730357	4.207706244	4.879130601	5.055569097	4.127756154	4.073732044
WBGene00006237	3	3	3	3	3	3	3	3
WBGene00017335	3	3	3	3	3	3	3.30688891	3.21143436
WBGene00017336	4.556203609	3.661358331	3.65346132	3.177560818	3.514566991	4.49640608	3.962103937	4.275334211
WBGene00017337	3	3	3	3	3	3.16533442	3	3
WBGene00017329	3.200744779	3	3.156509871	3	3.146839394	3	3	3
WBGene00006163	3	3.15874315	3.156509871	3	3	3	3	3
WBGene00017331	3.376938259	3	3	3	3	3	3	3
WBGene00017332	11.24538445	10.74831451	10.67358205	11.05928161	11.08440825	11.00065368	11.3730757	11.20714676
WBGene00017333	3	3	3	3	3	3	3	3
WBGene00017334	3	3	3	3	3	3	3	3
WBGene00001399	3	3	3	3	3.402093432	3	3.438884535	3.21143436
WBGene00017338	3.922768025	3.15874315	3.156509871	4.034047332	3.973994676	4.065457866	3.559809383	4.609709533
WBGene00017339	4.317833773	3.661358331	3.65346132	3.726700989	4.550183513	3.887511217	3.671377669	4.073732044
WBGene00017340	4.481039608	3.551153539	3.65346132	3.335643599	4.123371269	3.887511217	3.871552142	3.706070801
WBGene00017341	3.533936598	3.551153539	3.297690316	3.335643599	3.973994676	3.571146702	3.671377669	3.706070801
WBGene00017342	5.047929821	5.239414679	4.992505548	5.514734419	5.038119541	5.012801033	5.296050354	5.740322171
WBGene00017343	3	3.301737941	3.297690316	3.177560818	3.402093432	3.313654502	3	3.559263004
WBGene00017351	3	3	3	3	3	3	3	3
WBGene00017352	3	3	3	3	3	3	3	3
WBGene00017344	4.994880279	4.260489666	5.033462591	4.630182696	4.440559578	5.214988892	4.647699018	4.751712826
WBGene00017345	3.200744779	3	3	3	3	3	3	3
WBGene00006893	3.675514316	3.551153539	3	3.335643599	3.146839394	3.887511217	3.161589261	3.559263004
WBGene00017347	3.675514316	3.15874315	3	3.177560818	3.146839394	3	3.559809383	3.559263004
WBGene00017348	3	3	3	3	3.146839394	3	3	3
WBGene00004447	4.317833773	3.661358331	3.426278156	3.335643599	3.402093432	3.448137644	3.671377669	4.178051751
WBGene00017349	10.26000066	9.680075326	9.613841315	10.02678326	9.729357557	9.887756024	9.091700936	9.946321944
WBGene00017350	5.41398771	4.922784263	4.502534237	4.855751536	5.181313703	5.012801033	5.26080719	5.870571949
WBGene00017353	3	3.15874315	3.156509871	3	3	3	3.438884535	3.559263004
WBGene00017359	3	3	3	3	3	3	3	3
WBGene00017360	3	3.661358331	3	3.177560818	3.146839394	3.16533442	3	3
WBGene00017361	4.695714468	4.629312613	4.906929012	4.80257885	4.999984546	5.176754851	4.473931904	5.774003531
WBGene00017354	3	3.15874315	3.426278156	3.478102426	3	3	3.559809383	3
WBGene00017355	3.533936598	3.301737941	3	3.335643599	3.280104283	3.16533442	3.161589261	4.073732044
WBGene00017356	3	3	3	3	3	3	3	3
WBGene00017357	3	3.551153539	3.297690316	3.335643599	3.146839394	3.448137644	3.161589261	3.395805922
WBGene00003243	7.538813488	7.111364249	6.87144072	7.282942905	7.372534558	7.581924441	7.117326696	7.661474236
WBGene00017358	3	3	3.156509871	3	3	3	3	3
WBGene00004726	4.317833773	4.113128386	3.938624509	4.034047332	4.321915732	3.684486619	3.30688891	4.533097392
WBGene00004760	7.183369323	6.264123669	6.766025216	6.631616609	6.999980683	6.855818882	6.601785568	7.458943331
WBGene00008654	7.195175567	5.4689101	5.998166096	6.147014771	7.445290851	7.506859183	6.198145872	7.723123861
WBGene00008655	3	3	3	3	3.402093432	3	3.30688891	3
WBGene00008656	3.200744779	3	3	3.335643599	3	3.448137644	3.161589261	3.21143436
WBGene00008657	3	3	3.297690316	3.177560818	3.146839394	3.313654502	3	3.21143436
WBGene00008658	3	3	3	3.607749765	3.146839394	3.313654502	3	3.706070801
WBGene00008659	3.200744779	3.301737941	3.754908845	3	3.716198971	3.448137644	3.671377669	3
WBGene00008660	3.376938259	3	3	3	3	3	3	3.21143436
WBGene00004118	3	3	3	3	3	3	3	3
WBGene00017362	3	3	3	3	3	3	3	3
WBGene00017363	3	3	3	3	3	3	3	3
WBGene00017364	3	3	3	3	3	3	3	3
WBGene00017365	3	3	3	3	3	3	3	3
WBGene00005983	3	3	3	3	3	3	3	3
WBGene00017366	3.200744779	3.15874315	3	3.177560818	3.280104283	3.789567328	3	3.961277016
WBGene00005402	3	3	3	3	3	3	3	3.21143436
WBGene00017367	3	3	3	3	3	3.16533442	3	3
WBGene00017373	6.536015275	5.406978897	5.822350243	6.125525017	5.807337261	5.745672304	5.579610198	6.817686405
WBGene00017374	3	3	3	3	3	3	3	3
WBGene00006497	3.376938259	3.661358331	3.426278156	3.478102426	3.514566991	4.146824615	3.871552142	3.559263004
WBGene00044744	3	3	3	3	3	3	3	3
WBGene00006626	3.200744779	3	3	3	3	3	3.161589261	3.21143436
WBGene00017368	4.032129483	4.033389744	3.426278156	3	3.514566991	3.571146702	3.671377669	3.395805922
WBGene00004737	3	3	3.156509871	3	3	3	3	3
WBGene00017369	3.200744779	3.948984728	3.54433698	3.726700989	3.973994676	3.789567328	3.559809383	3.706070801
WBGene00017370	3	3	3	3	3	3	3.161589261	3
WBGene00017371	3	3	3.156509871	3	3	3.313654502	3	3
WBGene00004461	3	3.301737941	3.156509871	3	3.280104283	3	3.161589261	3
WBGene00017372	4.401743307	3.948984728	4.380854054	4.123488153	4.382456935	4.49640608	3.438884535	4.452187592
WBGene00008661	3	3	3.156509871	3	3.402093432	3	3.438884535	3.21143436
WBGene00008662	3.376938259	3	3	3	3.280104283	3.16533442	3.559809383	3.21143436
WBGene00003803	4.556203609	4.033389744	5.1497877	4.123488153	4.652062648	4.615530216	4.80276845	4.941518661
WBGene00008663	3	3	3	3	3	3	3.161589261	3
WBGene00003564	3	3	3	3	3.146839394	3.313654502	3.161589261	3.21143436
WBGene00008664	3.200744779	3.15874315	3	3	3	3	3	3.21143436
WBGene00008665	10.16864182	9.06751969	9.274818101	9.864379915	9.359415475	9.614994993	9.721556052	10.98608105
WBGene00008666	5.975888703	4.966376953	5.674824945	5.262473317	5.973986809	6.319838105	5.521237827	6.126658933
WBGene00008667	3.376938259	3.301737941	3.297690316	3.335643599	3.893075286	3.448137644	4.047306292	3.559263004
WBGene00008682	3.200744779	3.301737941	3.156509871	3.726700989	3.280104283	3.16533442	3	3.395805922
WBGene00008683	3	3	3	3.177560818	3	3	3.161589261	3.21143436
WBGene00008684	7.548049824	6.519576897	6.571168554	6.600800251	6.688481098	6.531576312	5.977111261	6.896253535
WBGene00008685	5.099097659	4.113128386	4.862158701	4.362689523	5.111492478	5.097105738	4.897599811	5.519834449
WBGene00008686	3.376938259	3.431828966	3.426278156	3	3.618902645	3.313654502	3	3.395805922
WBGene00008687	3.200744779	3.661358331	3.54433698	3.335643599	3.893075286	3.887511217	3.559809383	4.275334211
WBGene00008688	7.241457472	7.310551032	7.395941003	7.611387941	7.43817813	7.491365798	7.891492278	7.489675968
WBGene00044329	3	3	3	3	3	3	3	3
WBGene00008668	3.533936598	3.15874315	3.156509871	3.335643599	3.280104283	3	3.438884535	3.559263004
WBGene00000908	8.173267608	7.447595204	7.667161866	8.082085192	8.23838468	8.202443939	7.980838826	8.789117146
WBGene00008669	4.228740898	3.763738925	4.380854054	3.726700989	3.402093432	3.571146702	3.962103937	4.682457633
WBGene00008670	5.453845566	4.629312613	5.186567846	4.855751536	5.111492478	4.923262511	4.986580321	5.351573998
WBGene00005486	3	3	3	3	3	3	3	3.21143436
WBGene00001591	3	3.301737941	3.54433698	3.335643599	3.716198971	3.789567328	3.559809383	4.073732044
WBGene00008678	3	3	3	3	3	3	3	3
WBGene00008679	3	3	3	3	3	3	3	3
WBGene00008680	3.200744779	3	3.426278156	3	3.146839394	3.16533442	3	3
WBGene00044184	3	3	3	3	3	3	3	3
WBGene00045510	3	3	3	3	3	3	3	3
WBGene00005484	3	3	3	3	3	3	3	3
WBGene00008671	3	3	3	3	3	3	3	3
WBGene00008672	3	3	3	3	3	3	3	3
WBGene00008673	3	3	3	3	3	3	3	3
WBGene00008674	3	3	3	3	3	3	3	3
WBGene00008675	3	3	3	3	3	3	3	3
WBGene00008676	3	3	3	3	3	3	3	3
WBGene00008677	5.492631795	4.113128386	5.257429272	4.50262681	4.960814091	5.097105738	5.662965955	5.670504517
WBGene00002232	5.67231094	5.744031007	5.291596131	5.547423804	5.973986809	6.152619863	5.396891059	5.597135522
WBGene00008681	3	3	3.156509871	3	3.146839394	3.313654502	3.161589261	3
WBGene00008690	4.317833773	3.661358331	4.022394409	3.836587268	4.123371269	4.223846317	3.871552142	4.533097392
WBGene00008691	3.804431592	3.551153539	3.426278156	3.938692934	4.123371269	3.789567328	4.047306292	3.706070801
WBGene00008692	4.133781893	3.431828966	3.938624509	4.362689523	4.258722274	4.615530216	5.187627876	5.16106624
WBGene00008693	3.200744779	3.301737941	3.156509871	3	3.146839394	3	3	3
WBGene00008694	4.822915998	4.733911367	4.380854054	4.630182696	5.038119541	4.432940149	4.647699018	5.211103024
WBGene00003623	4.317833773	4.733911367	4.176617942	4.50262681	4.321915732	4.671595897	5.07039018	4.817795216
WBGene00045495	3.200744779	3	3	3.177560818	3.402093432	3.16533442	3.161589261	3
WBGene00008695	4.556203609	4.033389744	4.176617942	3.836587268	3.893075286	4.146824615	3.438884535	4.609709533
WBGene00006845	3	3	3	3.335643599	3	3	3	3
WBGene00006789	3.533936598	3.301737941	3.426278156	3.607749765	3.146839394	3.684486619	4.345249847	3.559263004
WBGene00017375	3	3	3.156509871	3.335643599	3.514566991	3.16533442	3.30688891	3
WBGene00017376	3	3	3	3	3	3	3	3
WBGene00006886	3	3	3	3	3	3	3	3
WBGene00000792	4.133781893	4.394184202	4.315935651	4.434354191	4.192633488	4.49640608	4.986580321	4.275334211
WBGene00003891	3	3	3	3.177560818	3	3.313654502	3	3
WBGene00017378	3	3	3.156509871	3	3	3.16533442	3	3
WBGene00017379	3	3	3	3	3	3	3	3
WBGene00008696	3	3	3	3	3	3	3	3
WBGene00045361	3	3	3	3	3	3.16533442	3	3
WBGene00045362	3	3	3	3	3	3	3	3
WBGene00045364	3	3	3	3	3	3	3	3
WBGene00008698	3	3	3	3	3	3	3	3
WBGene00008699	3	3	3	3	3	3	3	3
WBGene00008700	3	3	3	3	3	3	3	3
WBGene00008701	3	3	3	3	3	3	3	3
WBGene00008702	3	3	3	3	3	3	3	3
WBGene00008703	3	3	3	3	3	3	3	3
WBGene00017380	5.099097659	4.328885064	4.559730357	4.50262681	5.618892582	5.323963139	5.224681477	5.740322171
WBGene00017381	5.372997324	5.089768512	5.033462591	5.579388877	5.146825436	5.579775325	4.80276845	5.109231492
WBGene00017382	3	3	3	3.177560818	3	3	3	3.21143436
WBGene00017383	3	3	3	3	3	3	3	3.21143436
WBGene00043980	4.939805331	4.831436438	3.754908845	3.607749765	4.382456935	3.887511217	4.047306292	3.961277016
WBGene00008713	3.200744779	3	3	3.177560818	3.893075286	3	3.161589261	3.559263004
WBGene00023501	3	3	3	3	3	3	3	3
WBGene00008706	3.376938259	3.301737941	3.156509871	3.177560818	3.280104283	3.684486619	3.161589261	4.073732044
WBGene00001733	3	3	3	3	3	3	3	3
WBGene00008707	3.200744779	3.15874315	3.156509871	3.335643599	3.514566991	3.571146702	3.962103937	3.961277016
WBGene00008708	4.627644746	3	3.156509871	3.177560818	4.050615415	3.979226368	4.127756154	4.609709533
WBGene00001240	3.376938259	3	3	3	3	3.16533442	3.161589261	3.21143436
WBGene00008709	3	3.301737941	3.156509871	3.177560818	3.402093432	3	3.30688891	3.559263004
WBGene00008710	3	3	3.156509871	3.177560818	3	3	3	3.21143436
WBGene00008711	4.695714468	3.948984728	4.176617942	4.362689523	4.550183513	5.055569097	4.850963174	5.306253206
WBGene00008712	3	3	3	3	3	3	3	3.706070801
WBGene00008714	4.556203609	4.629312613	4.815954442	4.689966488	4.836486432	4.968726293	5.187627876	5.438155846
WBGene00008715	3	3	3	3	3	3	3	3
WBGene00008716	3	3	3	3	3	3	3	3
WBGene00008717	3	3	3	3	3	3	3	3
WBGene00008718	3.200744779	3.15874315	3	3	3.146839394	3	3.30688891	3.21143436
WBGene00008719	3.200744779	3	3.297690316	3.478102426	3	3.448137644	3	3.395805922
WBGene00044399	3	3	3	3	3	3	3	3
WBGene00001756	3	3.301737941	3	3	3	3	3	3
WBGene00000606	3	3	3	3	3	3	3	3
WBGene00000609	3	3	3	3	3	3	3	3
WBGene00000649	3	3	3.156509871	3	3	3	3	3
WBGene00017388	3	3	3	3	3	3	3	3
WBGene00044384	3.376938259	3	3.156509871	3	3	3.16533442	3.438884535	3.21143436
WBGene00001755	3.922768025	3.948984728	3.754908845	4.362689523	3.973994676	4.223846317	4.276331885	4.609709533
WBGene00001754	4.133781893	3.948984728	3.754908845	3	4.050615415	3.789567328	4.203955806	4.178051751
WBGene00017384	3	3	3	3	3	3	3	3
WBGene00017385	3	3	3.156509871	3.335643599	3	3	3.30688891	3
WBGene00001027	3	3	3.426278156	3.177560818	3	3.16533442	3.559809383	3.961277016
WBGene00017386	3	3	3	3	3	3	3	3
WBGene00017387	4.401743307	4.682559739	3.849689043	4.362689523	5.45941476	5.457531753	5.635712342	5.774003531
WBGene00004341	3.533936598	3.15874315	3.297690316	3	3	3.313654502	3.30688891	3.21143436
WBGene00017389	4.556203609	4.1886897	4.176617942	5.757596242	4.440559578	5.137479889	4.473931904	5.109231492
WBGene00000597	3	3	3.156509871	3	3	3	3	3
WBGene00000872	3.533936598	3.431828966	3.54433698	3	3.514566991	3.684486619	3.30688891	3.961277016
WBGene00017390	7.171465664	7.335700713	6.766025216	6.453350232	7.686480722	7.854393646	7.503915124	7.839041653
WBGene00017391	3	3	3	3	3	3	3	3
WBGene00017393	3	3	3	3	3	3	3	3.21143436
WBGene00017394	3.922768025	3.551153539	3.54433698	3.478102426	4.123371269	3.887511217	3.962103937	4.366469162
WBGene00017395	3	3	3	3	3	3	3	3
WBGene00017396	3.200744779	3	3	3	3	3.16533442	3.161589261	3
WBGene00017397	3.922768025	3.551153539	3	3.836587268	3.618902645	3	3.438884535	3.559263004
WBGene00000020	5.047929821	4.783497823	4.667738829	4.747371162	4.92055037	5.055569097	5.607933958	5.438155846
WBGene00017398	6.203363002	4.831436438	5.222433581	5.671242421	5.45941476	5.745672304	6.198145872	6.100348734
WBGene00017399	3	3	3	3	3	3	3	3
WBGene00017400	3.200744779	3	3	3.335643599	3.146839394	3.448137644	3.161589261	3
WBGene00017401	3	3	3	3	3	3	3	3
WBGene00017402	3	3	3	3	3	3	3	3
WBGene00044694	3.200744779	3	3	3	3	3	3	3
WBGene00044811	3	3	3	3	3	3	3	3
WBGene00017403	3	3	3	3	3	3	3	3
WBGene00017404	4.228740898	3.15874315	3.297690316	3.335643599	3.514566991	3.979226368	3.438884535	4.073732044
WBGene00017405	3	3	3	3	3	3	3	3
WBGene00017406	3	3	3.156509871	3	3.146839394	3	3	3
WBGene00017407	3	3	3	3	3	3	3	3
WBGene00017408	3	3	3	3	3	3	3	3
WBGene00044692	3	3	3	3	3	3	3.438884535	3.21143436
WBGene00044693	3	3	3	3	3	3	3	3
WBGene00001374	3.200744779	4.260489666	4.176617942	4.362689523	4.792543263	3.789567328	4.411025135	4.609709533
WBGene00008720	3.533936598	3	3	3.177560818	3.402093432	3.571146702	3.438884535	3.21143436
WBGene00045196	3	3	3	3	3	3	3	3
WBGene00008721	3	3	3	3	3	3	3	3
WBGene00004360	6.517326844	5.64019034	5.774831791	6.345951062	5.716189564	6.07158864	6.101850242	6.366320383
WBGene00006406	7.319041424	6.562818869	6.837150985	7.107712575	7.239749476	6.915082543	6.916831507	7.661474236
WBGene00004755	3.376938259	3.301737941	3.156509871	3	3	3.313654502	3	3
WBGene00008722	3.675514316	3.551153539	4.502534237	3.478102426	3.973994676	3.789567328	4.345249847	4.533097392
WBGene00008723	4.481039608	3.551153539	4.176617942	4.362689523	3.807346091	4.49640608	3.871552142	4.178051751
WBGene00000702	3.533936598	3	3	3	3	3	3	3
WBGene00017410	3	3	3	3	3.146839394	3.313654502	3	3.21143436
WBGene00017411	3	3	3	3	3	3	3	3
WBGene00017412	3	3	3	3	3	3	3	3
WBGene00017413	3	3	3	3	3	3	3.161589261	3
WBGene00017414	3	3	3	3	3	3	3	3
WBGene00017415	3.200744779	3	3	3.177560818	3	3	3	3
WBGene00003708	3	3	3	3	3.146839394	3	3	3
WBGene00044531	3	3	3	3	3	3	3	3
WBGene00008724	3	3	3	3	3	3	3	3
WBGene00001792	3	3	3	3	3	3	3	3
WBGene00008726	4.481039608	3.551153539	3.54433698	3.335643599	4.050615415	4.223846317	3.671377669	4.880982825
WBGene00008727	3	3	3.156509871	3	3	3	3	3.559263004
WBGene00008728	3.200744779	3.551153539	3.426278156	3.478102426	3	3.887511217	3.438884535	3.559263004
WBGene00045357	5.099097659	4.682559739	4.950351706	4.80257885	4.321915732	4.827797054	4.276331885	4.941518661
WBGene00005140	3	3	3	3	3	3	3	3
WBGene00005745	3	3	3	3.335643599	3	3	3	3
WBGene00008725	3	3	3	3	3	3	3	3
WBGene00005577	3	3	3	3.177560818	3	3	3	3
WBGene00006575	7.351055603	7.15910917	7.220830947	7.679332759	7.662267104	7.618041471	7.344724373	8.190366802
WBGene00004414	7.241457472	6.913992154	6.959084966	6.920748074	6.868582916	7.048107783	7.036276437	6.880878677
WBGene00008729	3	3.301737941	3.297690316	3.177560818	3.280104283	3.16533442	3.671377669	3.706070801
WBGene00008730	4.133781893	3.859333042	3.754908845	3.335643599	3.893075286	3.448137644	3.559809383	3.839309669
WBGene00008731	4.481039608	4.1886897	3.754908845	4.034047332	4.258722274	4.296963599	3.559809383	3.839309669
WBGene00008732	3	3	3	3	3	3	3	3
WBGene00002084	3.200744779	3	3.156509871	3.335643599	3.146839394	3	3	3.706070801
WBGene00008733	4.228740898	3.431828966	3.754908845	4.207706244	4.550183513	3.979226368	3.671377669	4.609709533
WBGene00008734	3	3	3	3	3	3	3	3
WBGene00017416	3	3	3	3	3	3	3	3
WBGene00017417	5.047929821	5.166531016	5.324972513	4.956555821	5.280091556	5.176754851	4.752907925	5.109231492
WBGene00017418	3.922768025	3.661358331	3.754908845	4.034047332	4.321915732	3.887511217	3.559809383	3.706070801
WBGene00017419	4.228740898	3.431828966	3.297690316	3.607749765	3.146839394	4.366553285	3.30688891	4.609709533
WBGene00017420	3	3	3	3	3	3	3	3.21143436
WBGene00002239	5.372997324	4.733911367	5.1497877	5.301325329	5.181313703	5.637220221	5.07039018	6.100348734
WBGene00017421	4.032129483	4.394184202	3.65346132	3.836587268	4.123371269	4.065457866	4.127756154	4.275334211
WBGene00001425	5.24253783	4.328885064	4.614745124	5.09567233	4.999984546	4.671595897	5.149597462	5.055464737
WBGene00017422	4.822915998	4.574024673	4.101565999	4.855751536	4.652062648	4.223846317	4.276331885	4.880982825
WBGene00017423	3.922768025	3.301737941	4.176617942	3.938692934	3.618902645	3.789567328	3.161589261	4.452187592
WBGene00017424	3	3	3	3	3	3	3	3
WBGene00017426	3.376938259	3.15874315	3	3.177560818	3.280104283	3.16533442	3	3.21143436
WBGene00006825	4.88254416	3.948984728	4.502534237	4.287278042	4.602022197	4.432940149	3.871552142	4.452187592
WBGene00017427	3.200744779	3.15874315	3.297690316	3	3	3.448137644	3.30688891	3.395805922
WBGene00001824	3.200744779	3.15874315	3.156509871	3	3.807346091	3	3.30688891	3.706070801
WBGene00017428	4.994880279	3.661358331	3.938624509	4.434354191	5.038119541	4.827797054	4.127756154	5.351573998
WBGene00017429	3	3	3.297690316	3.177560818	3.280104283	3.571146702	3.30688891	3.839309669
WBGene00008744	6.743212874	6.264123669	6.424913624	6.059065685	5.514556174	5.176754851	6.121630434	6.018410606
WBGene00002262	3	3	3	3	3	3	3	3
WBGene00008739	3.533936598	3.431828966	3.54433698	3.177560818	3.402093432	3.789567328	4.047306292	3.961277016
WBGene00000114	3.533936598	3.15874315	3.297690316	3.938692934	3.514566991	3.887511217	4.203955806	3.961277016
WBGene00008740	3.376938259	3	3.156509871	3.335643599	3.146839394	3	3.161589261	3
WBGene00008741	3.533936598	3.15874315	4.718854719	3.726700989	3.402093432	3.887511217	4.473931904	4.366469162
WBGene00001679	6.536015275	5.274520699	5.674824945	5.447045969	6.050607955	6.284317465	5.741767532	6.152497899
WBGene00008742	3.675514316	3.301737941	3.426278156	3	3.618902645	3.448137644	3.438884535	3.21143436
WBGene00008743	3	3	3	3	3.280104283	3	3	3
WBGene00008735	4.994880279	4.456655316	4.442976613	4.434354191	4.792543263	5.288545172	4.647699018	6.046243608
WBGene00008736	3.200744779	3	3	3	3.280104283	3	3	3.395805922
WBGene00008737	3	3	3	3	3.618902645	3	3	3
WBGene00008738	3.376938259	3.15874315	3.156509871	3.478102426	3.514566991	3.571146702	3	3.706070801
WBGene00008745	3.200744779	3.15874315	3.54433698	3.335643599	3	3.448137644	3.774933909	4.178051751
WBGene00008746	3.376938259	3	3	3	3.146839394	3.448137644	3.161589261	3.706070801
WBGene00008747	3	3.15874315	3.297690316	3	3.146839394	3	3	3
WBGene00008748	3.533936598	3.551153539	3.938624509	4.362689523	4.550183513	4.296963599	4.411025135	4.533097392
WBGene00008749	3.675514316	4.113128386	3.54433698	3.938692934	3.402093432	3.887511217	4.203955806	4.275334211
WBGene00006468	4.228740898	3.15874315	4.502534237	4.207706244	3.973994676	3.789567328	3.871552142	4.817795216
WBGene00008750	8.608019223	7.707296595	7.965834994	8.279856266	8.192625036	8.098904731	7.302022178	8.542734803
WBGene00008759	3	3	3	3	3	3	3	3
WBGene00008760	4.481039608	4.033389744	4.176617942	4.207706244	4.192633488	4.065457866	4.701262307	4.609709533
WBGene00008761	3.533936598	3	3.297690316	3.607749765	3.514566991	3.448137644	3.30688891	3.961277016
WBGene00044797	3	3	3	3	3	3	3	3
WBGene00045207	3	3	3	3	3	3	3	3
WBGene00045208	3	3	3	3	3	3	3	3
WBGene00045209	3	3	3	3	3	3	3	3
WBGene00008751	3	3	3	3	3	3	3	3
WBGene00008752	3	3	3	3	3	3	3	3
WBGene00008753	3	3.431828966	3	3	3	3	3	3
WBGene00008754	3	3	3	3	3	3	3	3
WBGene00008755	3	3	3	3	3	3	3	3
WBGene00008757	3	3	3	3	3	3.16533442	3.161589261	3
WBGene00008758	3	3	3	3	3	3	3	3.21143436
WBGene00007058	6.33725186	5.864130049	5.567365889	6.059065685	6.440553884	6.794016087	6.061457188	6.768406763
WBGene00008772	3	3	3	3	3	3	3	3
WBGene00045038	3	3	3.426278156	3.177560818	3.402093432	3.16533442	3.161589261	3.706070801
WBGene00008762	3	3	3	3	3	3.16533442	3	3
WBGene00008768	4.760716689	5.008690982	4.614745124	4.434354191	5.342375655	5.176754851	5.029093756	5.211103024
WBGene00008769	5.567209548	4.328885064	4.862158701	4.287278042	4.258722274	4.725564028	4.942775959	4.609709533
WBGene00008770	3	3	3	3	3	3	3	3
WBGene00005131	3	3	3.156509871	3.335643599	3	3.16533442	3	3.395805922
WBGene00008763	3.376938259	3.763738925	3.297690316	3.177560818	3.402093432	3.313654502	3.559809383	3.961277016
WBGene00008764	3.376938259	3	3	3	3.146839394	3.16533442	3.438884535	3.559263004
WBGene00008765	3.675514316	3.431828966	3.754908845	3.335643599	3.716198971	4.146824615	3.438884535	4.275334211
